Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
38QGWIARRVNLFNVEHP06EQE0H3AC3F,2019-12-01 16:50:24 -0800,2019-12-01 16:50:24 -0800,Prepayment,Visa (last 4 digits: 4398),A1Z1RKG12A4OY8,50.000,,
3VNY3QBC4YSJSZW6F1B12Q7H4RQ1AO,2019-12-01 01:42:06 -0800,2019-12-01 08:36:07 -0800,AssignmentPayment,,AB77P0ABU54TS,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3SITXWYCNV93L3CRN54V2L38J86XB4
3YR21A1TIWCWZ8Z0S4ZCR7DAHBLWVR,2019-12-01 01:42:06 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3SITXWYCNV93L3CRN54V2L38J86XB4
32J864QZ8CB7LET4ZF7S8LX54UB1CQ,2019-12-01 01:42:06 -0800,2019-12-01 05:22:54 -0800,AssignmentPayment,,ADTNOFJHTTB1L,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,36AHBNMV1RCL050L6XH3GPYHOZ5YDB
3OF24VD6YBPO3X4VSJ0UFSAVXMTWXU,2019-12-01 01:42:06 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,36AHBNMV1RCL050L6XH3GPYHOZ5YDB
3N1FKKXCF4GEF0YICS88AEKS6SD63U,2019-12-01 01:42:38 -0800,2019-12-01 08:08:23 -0800,AssignmentPayment,,AZ57C58RDAMJF,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3018Q3ZVOIQE5XLN8SY7ISXE09PARF
3UBOQOIC15J88NA0U4OD3PT8P5F1OV,2019-12-01 01:42:38 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3018Q3ZVOIQE5XLN8SY7ISXE09PARF
3S16BCHR44EV2IDLKUX79M5DC61CQU,2019-12-01 01:42:39 -0800,2019-12-01 05:31:40 -0800,AssignmentPayment,,A23TH591R5OPKP,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30IQTZXKAK621G9HPP76I47PS4W0X8
3VRAUPG0YSQ60T5CPKS6CFGHWC18BH,2019-12-01 01:42:39 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30IQTZXKAK621G9HPP76I47PS4W0X8
3ACNKPQ07EMBL0HHUVC7THJ0UVPSR5,2019-12-01 01:42:39 -0800,2019-12-01 06:50:53 -0800,AssignmentPayment,,A3T3CRF61D218E,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,308Q0PEVB8DN7F8ZQZQY85L37VMI92
3UESNPAPC8KSVQKYA1DXKLCZT25OC7,2019-12-01 01:42:39 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,308Q0PEVB8DN7F8ZQZQY85L37VMI92
33QUWRQ5JUD00DU4T4FTDG0EA17346,2019-12-01 01:42:39 -0800,2019-12-01 05:46:23 -0800,AssignmentPayment,,A3ERTS7DPJKIB3,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3018Q3ZVOIQE5XLN8SY7ISXE09XARN
30RDCQSYUB9NJTX4LT816C986VJYP6,2019-12-01 01:42:39 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3018Q3ZVOIQE5XLN8SY7ISXE09XARN
3N1FKKXCF4GEF0YICS88AEKS6SD36R,2019-12-01 01:42:39 -0800,2019-12-01 06:10:46 -0800,AssignmentPayment,,A1OL6SGGVGXH5J,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,308XBLVESI4JO7QFE6Y3D3HKIRCRBT
3K593WNOIBC8V6DJYLCQB79N7D7YRY,2019-12-01 01:42:39 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,308XBLVESI4JO7QFE6Y3D3HKIRCRBT
38P8RRTMIIV1JEH65756USGJCN338D,2019-12-01 01:42:39 -0800,2019-12-01 08:44:20 -0800,AssignmentPayment,,ALZCV7Y928GTF,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,308XBLVESI4JO7QFE6Y3D3HKIRKBRL
3GWFYMBOLWOLBLQB2AHLBMA5VY4YTB,2019-12-01 01:42:39 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,308XBLVESI4JO7QFE6Y3D3HKIRKBRL
3UISN4IU2CNWZQXZP268V15GFD98FS,2019-12-01 01:42:39 -0800,2019-12-01 06:07:14 -0800,AssignmentPayment,,A3MH9HFQ0GB4I0,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30JNVC0OR9KT3JE11JJZUOADHIEHQX
3YSTVSCRMT54X5F0F154BM4T3MA40M,2019-12-01 01:42:39 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30JNVC0OR9KT3JE11JJZUOADHIEHQX
3SQCAX0HRWQGZCZ9G67TKF48W9Q1WU,2019-12-01 01:42:40 -0800,2019-12-01 08:42:18 -0800,AssignmentPayment,,A1XZZSGX0LY3IH,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30LB5CDZNCAR6B9WQ7VRFPN004UZ04
35UZX890WM666796XKEUEP08IYDXHS,2019-12-01 01:42:40 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30LB5CDZNCAR6B9WQ7VRFPN004UZ04
372613EJGKPB6Y06MCJAFBVP4L76W0,2019-12-01 01:42:40 -0800,2019-12-01 07:50:45 -0800,AssignmentPayment,,A1NZ4C0GO5HS87,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30ZX6P7VF8V82676N8WJAJSPE412J6
3VMY36E696D55R699VT1OZ6C5PE2HO,2019-12-01 01:42:40 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30ZX6P7VF8V82676N8WJAJSPE412J6
3V29MFRZVXHFV3V61D1Y08G5FT76YZ,2019-12-01 01:42:40 -0800,2019-12-01 07:58:45 -0800,AssignmentPayment,,A2DT1Y0XOGKPS5,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,317HQ483I7S8WHCTR993Q6GNCL4IN4
3Z0HRZT37QR1WX1ZXVWM0CMRIHI2JT,2019-12-01 01:42:40 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,317HQ483I7S8WHCTR993Q6GNCL4IN4
36XXH77F47Z7FYSYCYMC4MKEUUMCSJ,2019-12-01 01:42:40 -0800,2019-12-01 05:19:25 -0800,AssignmentPayment,,A36P1ZQ0GYF567,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3180JW2OT4C013QT5RYH8QV1YEY5JG
3R1D8434CBEZFQ3W3GJC754HZXD8DO,2019-12-01 01:42:40 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3180JW2OT4C013QT5RYH8QV1YEY5JG
363TFFE0AZYO1FU9YKH2TWKIIGMSTI,2019-12-01 01:42:40 -0800,2019-12-01 06:30:55 -0800,AssignmentPayment,,A20IA63WXHF683,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31IBVUNM9SZ1UVJCSSP9XQX8IVCVF3
34H62CE3VWD7SO4C6SJSA9C2EEIOE0,2019-12-01 01:42:40 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31IBVUNM9SZ1UVJCSSP9XQX8IVCVF3
3B9GK01O65GSK1QOJXMD6Q6I3NSXMU,2019-12-01 01:42:40 -0800,2019-12-01 06:27:10 -0800,AssignmentPayment,,A2TCZ9IUCUN3KC,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3137ONMDKG5Q6KTL8M6HF79YJFAGEI
300KAMH4M2B2W1UAF1RLY9Q8RZVT75,2019-12-01 01:42:40 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3137ONMDKG5Q6KTL8M6HF79YJFAGEI
3D5N8T6GHDLYYHF4RP3EJOV0HZV1IS,2019-12-01 01:42:40 -0800,2019-12-01 08:25:40 -0800,AssignmentPayment,,A2W0G89O7E9EFO,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30LSNF239UVC7VN05QBJYIDP1PCI2A
34EBNCWZXVGRCZ27IZPSAVZYZTYX3O,2019-12-01 01:42:40 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30LSNF239UVC7VN05QBJYIDP1PCI2A
3ROB183E1RHP4C5SRSOQW4AD93K1K3,2019-12-01 01:42:40 -0800,2019-12-01 08:50:10 -0800,AssignmentPayment,,APZPQ332QVEUY,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3180JW2OT4C013QT5RYH8QV1YE7J53
3LYM80P64RQUQEPBWIDLPSXIDPPX5E,2019-12-01 01:42:40 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,3180JW2OT4C013QT5RYH8QV1YE7J53
395W1N6NH9LGDMO5KSU8YMHTVSM8HQ,2019-12-01 01:42:40 -0800,2019-12-01 08:01:56 -0800,AssignmentPayment,,A2NMLTECRDWFN2,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30LSNF239UVC7VN05QBJYIDP1PC2IU
3JY2CCNCAMCBTFIEUO9IUAX80KU426,2019-12-01 01:42:40 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,30LSNF239UVC7VN05QBJYIDP1PC2IU
3DJFPGLKFTZC4SJV8SXTAZX88KQ8JV,2019-12-01 01:42:40 -0800,2019-12-01 05:23:46 -0800,AssignmentPayment,,AYKHSILTGP4E,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31HQ4X3T3SA72VC4K8N2HGILGNESLA
3SFMNXB5HT8LWTX1Y2S6NPU6KYQ442,2019-12-01 01:42:40 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31HQ4X3T3SA72VC4K8N2HGILGNESLA
3GQFV9DX69IKOHU9V7PH5CPO7HQ1YT,2019-12-01 01:42:41 -0800,2019-12-01 07:46:05 -0800,AssignmentPayment,,A3BHWR32XVJSXJ,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31JLPPHS2UUBOZUM7L2T1PE3JCB3O1
398IL1OXU6K2XD4WLKHFQ2GNVQHXJX,2019-12-01 01:42:41 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31JLPPHS2UUBOZUM7L2T1PE3JCB3O1
3PE9C3P5HU3UG7GK63EMI359NAP20A,2019-12-01 01:42:41 -0800,2019-12-01 09:04:04 -0800,AssignmentPayment,,ANYW42STKMEJH,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31QNSG6A5RTQ4Q8T2GGNHK0J99T787
33WLDF6B8AX08M7RYLHC1VP02HA69L,2019-12-01 01:42:41 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31QNSG6A5RTQ4Q8T2GGNHK0J99T787
3180IHRU5TY128DQCFVHEUMHYRC70Y,2019-12-01 01:42:41 -0800,2019-12-01 05:37:39 -0800,AssignmentPayment,,A3PYEW6693PCHT,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31LVTDXBL7AV1GCR5JNXR6DPULQLRA
3IOA6WRNLMI7RNPZ0G8ZGRZJM6N2LV,2019-12-01 01:42:41 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31LVTDXBL7AV1GCR5JNXR6DPULQLRA
3ME9Z12FTM58YIG4R2ZVXIFWVPW72I,2019-12-01 01:42:41 -0800,2019-12-01 08:04:09 -0800,AssignmentPayment,,A19ZGMP9059J2I,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31T4R4OBOSGSGTY6JSWSJ6W2Z0K7CJ
3B374G5JCSDXFNSKCTOETJ38R1N2NX,2019-12-01 01:42:41 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31T4R4OBOSGSGTY6JSWSJ6W2Z0K7CJ
3X3S7V7IPJCNUBK213HCJN22FR7CUZ,2019-12-01 01:42:41 -0800,2019-12-01 05:35:29 -0800,AssignmentPayment,,A26RPQDD0RQEHL,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31UV0MXWNQC46S6NN9DHWPG1LZ65I1
3UFSV8HN04TWDAHSUME2V572BAT8FZ,2019-12-01 01:42:41 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31UV0MXWNQC46S6NN9DHWPG1LZ65I1
3Q6E4EXFC06GK4B0WD1QYUVNYN7XO9,2019-12-01 01:42:41 -0800,2019-12-01 07:58:49 -0800,AssignmentPayment,,A1E5SYFT1FA3J7,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31JLPPHS2UUBOZUM7L2T1PE3JCBO3M
3OTRHIR70HY6AKI3UYP5C5HEMPJT9H,2019-12-01 01:42:41 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31JLPPHS2UUBOZUM7L2T1PE3JCBO3M
34LQ58QJM0QHTFLMQBW1PBICKO465K,2019-12-01 01:42:41 -0800,2019-12-01 08:22:17 -0800,AssignmentPayment,,A7GUBXCBHLX,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31T4R4OBOSGSGTY6JSWSJ6W2Z0E7CD
3SV2MFO7RTJBTZNG9HGHSUO846X1Q3,2019-12-01 01:42:41 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31T4R4OBOSGSGTY6JSWSJ6W2Z0E7CD
3W784DJ4TPQIZI7VBD96QEA0C9V8LX,2019-12-01 01:42:41 -0800,2019-12-01 09:03:30 -0800,AssignmentPayment,,ADDNKKYJ7VUA,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31IBVUNM9SZ1UVJCSSP9XQX8IVSFV3
3CQ7BQICD3BZBG1FHQLLKNEKGPW46N,2019-12-01 01:42:41 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31IBVUNM9SZ1UVJCSSP9XQX8IVSFV3
3VVTAMQ80T1I1WVRVGIJQXCUF3S74E,2019-12-01 01:42:42 -0800,2019-12-01 06:04:47 -0800,AssignmentPayment,,A1PZIN8H1VI6SY,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32AT8R96GL9ALLZYTMF383E4TE9SU6
381RICWP7I1XI84XS816X883RGO2PT,2019-12-01 01:42:42 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32AT8R96GL9ALLZYTMF383E4TE9SU6
3CYJ3FHLMCE3E7YY3FHHUE83F12SVY,2019-12-01 01:42:42 -0800,2019-12-01 07:25:06 -0800,AssignmentPayment,,A2MI6AUNBXGL47,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,326O153BMIYNU0JU6W599M616N5DEG
3IWT6QXROBA5C203CN9GACXERUXOGH,2019-12-01 01:42:42 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,326O153BMIYNU0JU6W599M616N5DEG
32MJ60TY2RRVIW3T3UIZIZ5OVCASX1,2019-12-01 01:42:42 -0800,2019-12-01 05:59:08 -0800,AssignmentPayment,,A3333HWWQUHCDS,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32N49TQG3GI6Y424HC3HJPMHLFZVAQ
3507PEQ6L9UJ8T6Y2B9JVOAU67POI9,2019-12-01 01:42:42 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32N49TQG3GI6Y424HC3HJPMHLFZVAQ
3OQS053A2O6J5GOGBQTUNZQNDOPXQH,2019-12-01 01:42:42 -0800,2019-12-01 07:41:15 -0800,AssignmentPayment,,A1EZMJXN9WY6PN,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31UV0MXWNQC46S6NN9DHWPG1LZ8I5G
3V0NRL5MNLCPYDX0SI313BC4APMTBR,2019-12-01 01:42:42 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,31UV0MXWNQC46S6NN9DHWPG1LZ8I5G
38SPQFBN1JI3VH7JMJLBWEC22EO3CJ,2019-12-01 01:42:42 -0800,2019-12-01 08:57:14 -0800,AssignmentPayment,,A1SMW97MTUNLNS,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32KTQ2V7RDF93YYQBEOQ0YSKO4A9MD
3CF5P7QMDOHSS2ZV7KII0PVB8USYXU,2019-12-01 01:42:42 -0800,2019-12-01 06:23:07 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32KTQ2V7RDF93YYQBEOQ0YSKO4A9MD
3F6EYFXFW34WGJZ5E4BYNVW8BUZ67Z,2019-12-01 01:42:42 -0800,2019-12-01 08:56:30 -0800,AssignmentPayment,,A25NA9Y3G80BV1,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32KTQ2V7RDF93YYQBEOQ0YSKO489MB
36RTSAEVRW4N6F2T1L5MNU39MUI1SS,2019-12-01 01:42:42 -0800,2019-12-01 06:23:06 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32KTQ2V7RDF93YYQBEOQ0YSKO489MB
3L5W8Y240QV793GN0G1G3RFPC3IAQS,2019-12-01 01:42:42 -0800,2019-12-01 06:27:20 -0800,AssignmentPayment,,ANISOIQ7VFJ2F,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,324G5B4FB388M13Q7C38O5U1QBK70N
3A3HNIKQVEBJWFMOW5V8S1KQQHD6BV,2019-12-01 01:42:42 -0800,2019-12-01 06:23:08 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,324G5B4FB388M13Q7C38O5U1QBK70N
3F6EYFXFW34WGJZ5E4BYNVW8BUY76Z,2019-12-01 01:42:43 -0800,2019-12-01 07:36:18 -0800,AssignmentPayment,,AUTUFLY12U5G4,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32SVAV9L3F9MMV0LX2XB0UUYUV8A3A
3SFN9IRFVI4IULKC505V238ISYC2RL,2019-12-01 01:42:43 -0800,2019-12-01 06:23:05 -0800,FeePayment,,Mechanical Turk,-0.240,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32SVAV9L3F9MMV0LX2XB0UUYUV8A3A
30U75MTPZHJJKXIT7J8W79SZHPO78L,2019-12-01 01:42:43 -0800,2019-12-01 05:45:10 -0800,AssignmentPayment,,A2D4RMKLUQ6RZA,-0.600,3WRBLBQ2GR8OTAGXAC205YB4IUJ0G0,32ZKVD547FNR555D3GX7V5E4CDSB35
